-0.29279143	-0.045938432	-0.09538541	0.0019546591	0.017211668	0.05489661	-0.08252227	0.14147504	0.031009728	0.005564933	0.43446314	0.12660317	0.002211775	0.090324715	-0.11300639	0.049968805
-0.21578722	-0.025177116	-0.09662064	-0.10089732	-0.0075935097	-0.018146208	-0.03298857	0.22635843	0.017487176	-0.043373402	0.50810856	0.013271229	-0.09011102	0.04902386	-0.100678556	0.0055058533
0.0041970816	-0.46405774	0.170249	-0.5158256	-0.4283516	-0.42869106	0.4337971	-0.07871512	-0.3776027	-0.3549131	0.38396478	-0.32116994	-0.46961272	-0.42699474	0.14499663	-0.3628377
-0.20047198	-0.004565593	-0.097450756	-0.061858773	-0.04566234	-0.028015869	0.025613204	0.11706075	0.010372597	-0.027620364	0.3575571	0.05126175	-0.048342075	0.051024396	-0.10384018	0.0039053294
-0.31589597	0.11293154	-0.22829182	0.098269865	0.11934714	0.15655725	-0.18927512	0.19612192	0.14025812	0.14849192	0.3954086	0.19574073	0.12371656	0.11682939	-0.20223336	0.099885195
-0.15035558	0.011722904	-0.13585249	-0.036216382	0.06250987	-0.020077478	-0.08131111	0.13386844	-0.014531269	-0.019841954	0.33469623	0.09740635	-0.05836455	0.033545814	-0.09829436	0.05761187
-0.05835856	-0.3282348	0.06382072	-0.34126112	-0.25781325	-0.22658996	0.25611773	-0.042201053	-0.24364047	-0.24998374	0.3154769	-0.11960851	-0.313796	-0.24075733	0.10859897	-0.2730856
-0.14791174	0.11348129	-0.16346224	0.07016905	0.06563886	0.15543228	-0.1291919	0.13454854	0.072317265	0.14392094	0.32348627	0.09221382	0.11261705	0.07751812	-0.12949266	0.12908134
-0.20420058	0.051965922	-0.13539109	-0.06533517	0.06667786	-0.011027017	-0.002576819	0.09864508	0.062679365	0.044875745	0.30668673	0.06503219	-0.011141177	0.011056302	-0.14039412	-0.005343167
-0.29336473	0.12502576	-0.1604387	0.11818636	0.16040842	0.12291058	-0.20094344	0.22880015	0.13059382	0.0860769	0.4361961	0.18485433	0.116163194	0.15302211	-0.24618539	0.14533244
-0.22560705	0.08447952	-0.091351226	0.07414943	0.13436943	0.10753148	-0.13194066	0.18887858	0.09812744	0.16259964	0.254975	0.101886116	0.091273956	0.14046232	-0.1420589	0.07711908
-0.06686784	-0.061622955	0.0075212824	-0.14769197	-0.047484282	-0.099304125	0.10598196	0.03292772	-0.025344586	-0.060693823	0.20262021	-0.029802507	-0.13289765	-0.118689045	0.016789248	-0.11384362
-0.11765657	-0.028887121	-0.061450694	-0.07800187	0.02487233	0.0120251635	-0.022984557	0.093930684	-0.030225659	-0.022741413	0.36943737	-0.015468271	-0.010266655	-0.04784783	-0.12742475	-0.03452027
